	transaction_date	owner	ticker	asset_description	asset_type	type	amount	comment	senator	ptr_link	disclosure_date	disclosure_year	representative	district	cap_gains_over_200_usd
13693	2020/12/24		WFC	Wells Fargo & Company		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13694	2019/09/09	self	WFC	Wells Fargo & Company		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13695	2019/09/09		WFC	Wells Fargo & Company		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13696	2020/02/13	self	WFC	Wells Fargo & Company		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13697	2020/12/24	self	WFC	Wells Fargo & Company		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13698	2020/02/13	self	WFC	Wells Fargo & Company		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019530.pdf	2021/10/08	2021.0	Hon. Cindy Axne	IA03	False
13703	2020/02/11	joint	CSCO	Cisco Systems, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016288.pdf	2020/03/24	2020.0	Hon. Mo Brooks	AL05	False
13716	2020/04/13	joint	AAPL	Apple Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016653.pdf	2020/05/22	2020.0	Hon. Mo Brooks	AL05	False
13737	2020/04/17	--	SNE	Sony Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016656.pdf	2020/05/22	2020.0	Hon. Steve Cohen	TN09	False
13758	2020/09/01	self	BRK.B	Berkshire Hathaway Inc. New		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017676.pdf	2020/11/11	2020.0	Hon. Ed Perlmutter	CO07	False
13760	2020/09/23	self	MSFT	Microsoft Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017676.pdf	2020/11/11	2020.0	Hon. Ed Perlmutter	CO07	False
13761	2020/09/14	self	MSFT	Microsoft Corporation		Sale (Partial)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017676.pdf	2020/11/11	2020.0	Hon. Ed Perlmutter	CO07	True
13762	2020/09/03	self	NVDA	NVIDIA Corporation		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017676.pdf	2020/11/11	2020.0	Hon. Ed Perlmutter	CO07	False
13764	2020/09/18	self	SQ	Square, Inc. Class A		Purchase	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017676.pdf	2020/11/11	2020.0	Hon. Ed Perlmutter	CO07	False
13846	2020/02/20		ACN	Accenture plc Class A Ordinary Shares		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13850	2020/02/20		GOOGL	Alphabet Inc. - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13851	2020/02/20		GOOG	Alphabet Inc. - Class C Capital Stock		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13855	2020/02/20		ADI	Analog Devices, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13856	2020/02/20		AAPL	Apple Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13858	2020/02/20		ADSK	Autodesk, Inc.		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13867	2020/02/20		CERN	Cerner Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13870	2020/02/20		CSCO	Cisco Systems, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13889	2020/02/20		FB	Facebook, Inc. - Class A		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13900	2020/02/20		IBM	International Business Machines Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13910	2020/02/20		MSFT	Microsoft Corporation		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13919	2020/02/20		NVDA	NVIDIA Corporation		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13920	2020/02/20		ORCL	Oracle Corporation		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13931	2020/02/20		QCOM	QUALCOMM Incorporated		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
13944	2020/02/20		TXN	Texas Instruments Incorporated		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf	2020/04/05	2020.0	Hon. Mikie Sherrill	NJ11	False
14005	2020/03/17		GS	Goldman Sachs Group, Inc.		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf	2020/04/11	2020.0	Hon. Josh Gottheimer	NJ05	False
14009	2020/03/26	joint	HSBC	HSBC Holdings, plc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf	2020/04/11	2020.0	Hon. Josh Gottheimer	NJ05	False
14011	2020/03/17		JPM	JP Morgan Chase & Co.		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf	2020/04/11	2020.0	Hon. Josh Gottheimer	NJ05	False
14050	2020/03/17		BX	The Blackstone Group Inc. Class A		Purchase	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016373.pdf	2020/04/11	2020.0	Hon. Josh Gottheimer	NJ05	False
14054	2020/03/23	self	ADBE	Adobe Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14055	2020/03/23	self	GOOGL	Alphabet Inc. - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14058	2020/03/17	self	APH	Amphenol Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14059	2020/03/23	self	AAPL	Apple Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14081	2020/03/23	self	FB	Facebook, Inc. - Class A		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14084	2020/03/23	self	INTC	Intel Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14093	2020/03/23	self	MSFT	Microsoft Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016393.pdf	2020/04/11	2020.0	Hon. Zoe Lofgren	CA19	False
14139	2020/07/14	joint	ACN	Accenture plc Class A Ordinary Shares		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14140	2020/07/14	joint	GOOG	Alphabet Inc. - Class C Capital Stock		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14142	2020/07/14	joint	AAPL	Apple Inc.		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14143	2020/07/10	joint	ASML	ASML Holding N.V. - New York Registry Shares		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14153	2020/07/14	joint	CGNX	Cognex Corporation		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14165	2020/07/27	joint	PI	Impinj, Inc.		Sale (Full)	$1,001 - $15,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14171	2020/07/14	joint	MSFT	Microsoft Corporation		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
14178	2020/07/14	joint	NVDA	NVIDIA Corporation		Sale (Full)	$15,001 - $50,000			https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017058.pdf	2020/08/09	2020.0	Hon. Donald Sternoff Beyer	VA08	False
